epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,adaptor_loss_ssim,adaptor_loss_psnr,adaptor_loss_ber,duration
245,0.0430,0.0070,0.0764,0.0829,13.3300,0.0000,0.0000,0.0961,99.4446,0.2083,234
246,0.0430,0.0070,0.0764,0.0834,12.8977,0.0000,0.0000,0.0966,99.4452,0.2080,235
247,0.0429,0.0067,0.0763,0.0833,13.4946,0.0000,0.0000,0.0942,99.4423,0.2077,237
248,0.0430,0.0067,0.0765,0.0836,14.1659,0.0000,0.0000,0.0926,99.4414,0.2083,236
249,0.0428,0.0067,0.0764,0.0836,12.7198,0.0004,0.0003,0.0921,99.4410,0.2080,237
250,0.0430,0.0067,0.0768,0.0847,12.8314,0.0014,0.0026,0.0943,99.4411,0.2087,367
251,0.0429,0.0066,0.0768,0.0846,11.8660,0.0044,0.0022,0.0930,99.4399,0.2086,266
252,0.0428,0.0065,0.0765,0.0839,12.3050,0.0001,0.0001,0.0918,99.4390,0.2083,267
253,0.0427,0.0065,0.0764,0.0839,12.4318,0.0000,0.0000,0.0919,99.4383,0.2080,266
254,0.0425,0.0065,0.0760,0.0828,12.5240,0.0001,0.0001,0.0915,99.4374,0.2069,265
255,0.0425,0.0066,0.0761,0.0830,11.4691,0.0179,0.0062,0.0942,99.4395,0.2075,266
256,0.0422,0.0065,0.0760,0.0825,9.5524,0.0034,0.0032,0.0912,99.4381,0.2072,265
257,0.0422,0.0064,0.0759,0.0828,10.6257,0.0002,0.0004,0.0910,99.4375,0.2070,265
258,0.0421,0.0064,0.0757,0.0822,11.0254,0.0002,0.0002,0.0907,99.4371,0.2070,264
259,0.0423,0.0064,0.0759,0.0828,11.3734,0.0000,0.0001,0.0901,99.4370,0.2069,265
260,0.0424,0.0063,0.0762,0.0831,11.5640,0.0001,0.0001,0.0889,99.4367,0.2074,265
261,0.0421,0.0063,0.0755,0.0820,12.1587,0.0001,0.0001,0.0893,99.4359,0.2061,263
262,0.0421,0.0061,0.0757,0.0829,12.1331,0.0001,0.0001,0.0864,99.4335,0.2064,269
263,0.0424,0.0064,0.0760,0.0835,12.4028,0.0000,0.0000,0.0903,99.4369,0.2069,268
264,0.0421,0.0063,0.0754,0.0820,12.9534,0.0000,0.0001,0.0891,99.4355,0.2061,267
265,0.0422,0.0063,0.0755,0.0824,13.4431,0.0004,0.0011,0.0894,99.4358,0.2060,266
266,0.0420,0.0060,0.0755,0.0829,12.6266,0.0011,0.0008,0.0863,99.4322,0.2060,269
267,0.0421,0.0060,0.0757,0.0830,12.5717,0.0009,0.0005,0.0871,99.4329,0.2068,267
268,0.0422,0.0061,0.0758,0.0827,12.6855,0.0004,0.0009,0.0883,99.4331,0.2069,266
269,0.0421,0.0060,0.0759,0.0825,11.5723,0.0056,0.0031,0.0870,99.4323,0.2069,265
270,0.0419,0.0059,0.0756,0.0826,11.0297,0.0039,0.0069,0.0856,99.4311,0.2066,267
271,0.0419,0.0058,0.0756,0.0833,11.3810,0.0091,0.0042,0.0832,99.4295,0.2060,266
272,0.0419,0.0064,0.0754,0.0825,10.5005,0.0005,0.0012,0.0879,99.4333,0.2059,266
273,0.0415,0.0059,0.0749,0.0816,11.4375,0.0010,0.0014,0.0840,99.4304,0.2049,265
274,0.0417,0.0061,0.0751,0.0823,11.3060,0.0001,0.0001,0.0862,99.4324,0.2052,265
275,0.0415,0.0060,0.0747,0.0817,11.6461,0.0000,0.0000,0.0850,99.4320,0.2043,266
276,0.0418,0.0062,0.0750,0.0824,11.8443,0.0000,0.0000,0.0859,99.4331,0.2047,266
277,0.0416,0.0060,0.0749,0.0822,12.0002,0.0000,0.0000,0.0843,99.4322,0.2043,264
278,0.0416,0.0062,0.0746,0.0815,11.6002,0.0001,0.0001,0.0882,99.4348,0.2042,269
279,0.0417,0.0061,0.0749,0.0822,12.3716,0.0000,0.0000,0.0860,99.4333,0.2045,269
280,0.0414,0.0060,0.0742,0.0808,12.5884,0.0000,0.0000,0.0850,99.4317,0.2033,270
281,0.0415,0.0058,0.0746,0.0820,12.5735,0.0008,0.0026,0.0824,99.4290,0.2038,269
282,0.0415,0.0058,0.0748,0.0824,12.2176,0.0014,0.0005,0.0824,99.4299,0.2042,272
283,0.0414,0.0058,0.0746,0.0819,12.0321,0.0000,0.0001,0.0839,99.4290,0.2041,268
284,0.0413,0.0057,0.0744,0.0815,12.6083,0.0001,0.0001,0.0827,99.4281,0.2037,268
285,0.0415,0.0057,0.0750,0.0820,11.3600,0.0046,0.0071,0.0821,99.4281,0.2048,267
286,0.0413,0.0056,0.0748,0.0825,11.1532,0.0012,0.0015,0.0806,99.4260,0.2041,265
287,0.0417,0.0059,0.0751,0.0832,11.8421,0.0006,0.0007,0.0842,99.4281,0.2049,265
288,0.0413,0.0057,0.0744,0.0820,12.4469,0.0001,0.0000,0.0816,99.4266,0.2032,264
289,0.0415,0.0056,0.0750,0.0827,12.2276,0.0001,0.0001,0.0810,99.4265,0.2043,265
290,0.0412,0.0056,0.0744,0.0817,11.9131,0.0010,0.0006,0.0809,99.4257,0.2034,263
291,0.0415,0.0059,0.0748,0.0818,11.4856,0.0006,0.0008,0.0837,99.4278,0.2043,265
292,0.0414,0.0058,0.0746,0.0820,12.2872,0.0002,0.0002,0.0837,99.4286,0.2042,265
293,0.0411,0.0056,0.0741,0.0817,12.2629,0.0001,0.0002,0.0808,99.4255,0.2026,264
294,0.0411,0.0056,0.0742,0.0814,12.2035,0.0002,0.0003,0.0815,99.4261,0.2031,265
295,0.0409,0.0055,0.0738,0.0806,12.3383,0.0050,0.0128,0.0795,99.4240,0.2024,265
296,0.0413,0.0055,0.0750,0.0825,11.1493,0.0015,0.0020,0.0802,99.4242,0.2040,264
297,0.0410,0.0055,0.0741,0.0810,11.6799,0.0002,0.0003,0.0805,99.4244,0.2030,264
298,0.0416,0.0059,0.0748,0.0827,12.1059,0.0002,0.0002,0.0812,99.4244,0.2043,265
299,0.0412,0.0057,0.0743,0.0814,12.1792,0.0004,0.0003,0.0842,99.4275,0.2035,266
300,0.0409,0.0055,0.0740,0.0816,12.0477,0.0036,0.0053,0.0803,99.4236,0.2024,265
