epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,adaptor_loss_ssim,adaptor_loss_psnr,adaptor_loss_ber,duration
163,0.0590,0.0138,0.1024,0.1190,9.2327,0.0030,0.0034,0.1374,99.4999,0.2580,235
164,0.0593,0.0140,0.1025,0.1193,9.8688,0.0015,0.0015,0.1374,99.5011,0.2580,236
165,0.0586,0.0137,0.1016,0.1180,9.8110,0.0017,0.0021,0.1351,99.4988,0.2567,235
166,0.0582,0.0134,0.1011,0.1170,10.0108,0.0020,0.0021,0.1351,99.4971,0.2556,235
167,0.0579,0.0130,0.1008,0.1168,9.8202,0.0082,0.0080,0.1320,99.4947,0.2552,236
168,0.0578,0.0130,0.1007,0.1166,9.8513,0.0022,0.0025,0.1307,99.4944,0.2548,234
169,0.0579,0.0129,0.1009,0.1165,10.0017,0.0055,0.0050,0.1304,99.4938,0.2552,236
170,0.0580,0.0131,0.1009,0.1164,10.1172,0.0040,0.0039,0.1321,99.4959,0.2552,236
171,0.0581,0.0131,0.1009,0.1169,10.4939,0.0024,0.0021,0.1303,99.4950,0.2551,234
172,0.0575,0.0130,0.1000,0.1150,10.1872,0.0038,0.0043,0.1316,99.4946,0.2537,235
173,0.0576,0.0129,0.1001,0.1153,10.5366,0.0033,0.0033,0.1312,99.4935,0.2537,234
174,0.0572,0.0127,0.0996,0.1144,10.1005,0.0022,0.0022,0.1306,99.4932,0.2531,235
175,0.0566,0.0123,0.0989,0.1138,9.9494,0.0045,0.0047,0.1270,99.4900,0.2518,235
176,0.0576,0.0130,0.1001,0.1161,10.3917,0.0058,0.0055,0.1337,99.4944,0.2534,235
177,0.0573,0.0128,0.0996,0.1156,11.2776,0.0007,0.0007,0.1300,99.4934,0.2528,234
178,0.0569,0.0126,0.0990,0.1136,11.1421,0.0016,0.0021,0.1299,99.4921,0.2518,234
179,0.0564,0.0126,0.0979,0.1123,11.3642,0.0003,0.0003,0.1283,99.4917,0.2501,235
180,0.0559,0.0126,0.0970,0.1111,10.9534,0.0057,0.0047,0.1285,99.4917,0.2488,233
181,0.0561,0.0126,0.0975,0.1114,11.1301,0.0016,0.0015,0.1292,99.4919,0.2492,234
182,0.0553,0.0125,0.0958,0.1088,11.3753,0.0008,0.0007,0.1283,99.4907,0.2464,235
183,0.0558,0.0131,0.0963,0.1096,11.4080,0.0014,0.0016,0.1313,99.4952,0.2470,236
184,0.0551,0.0129,0.0949,0.1072,11.8556,0.0003,0.0003,0.1297,99.4936,0.2445,234
185,0.0547,0.0125,0.0947,0.1077,10.7768,0.0068,0.0076,0.1261,99.4912,0.2443,235
186,0.0540,0.0127,0.0930,0.1049,11.4757,0.0010,0.0010,0.1264,99.4923,0.2415,234
187,0.0547,0.0130,0.0939,0.1062,12.0040,0.0003,0.0003,0.1296,99.4950,0.2428,556
188,0.0545,0.0130,0.0935,0.1056,12.1589,0.0008,0.0008,0.1293,99.4942,0.2418,288
189,0.0548,0.0130,0.0940,0.1068,12.5272,0.0002,0.0002,0.1282,99.4944,0.2427,270
190,0.0541,0.0129,0.0928,0.1051,11.8462,0.0026,0.0047,0.1292,99.4939,0.2404,267
191,0.0538,0.0128,0.0923,0.1046,12.2020,0.0009,0.0009,0.1285,99.4930,0.2396,269
192,0.0538,0.0126,0.0925,0.1050,12.2906,0.0004,0.0005,0.1265,99.4917,0.2398,268
193,0.0536,0.0127,0.0919,0.1038,12.9881,0.0001,0.0001,0.1253,99.4919,0.2390,282
194,0.0534,0.0125,0.0919,0.1037,12.1309,0.0006,0.0006,0.1241,99.4909,0.2386,272
195,0.0536,0.0129,0.0921,0.1042,10.8420,0.0109,0.0115,0.1275,99.4933,0.2386,268
196,0.0534,0.0126,0.0919,0.1051,11.4956,0.0005,0.0005,0.1253,99.4913,0.2384,283
197,0.0530,0.0125,0.0911,0.1029,11.6903,0.0018,0.0019,0.1245,99.4905,0.2367,275
198,0.0533,0.0127,0.0913,0.1040,12.8056,0.0005,0.0005,0.1262,99.4919,0.2369,278
199,0.0528,0.0127,0.0902,0.1023,13.1418,0.0003,0.0003,0.1257,99.4913,0.2348,277
200,0.0529,0.0123,0.0909,0.1038,12.7999,0.0012,0.0012,0.1226,99.4893,0.2357,277
